"formula","logLik","RMSE","MAE","R","R2","AIC","n_predictors","intercept","sigma","sigma2","MWa","logKowb","Mptc","LogSaqd","LogSoce","Hdf","Hag","MVh","Texpi","Skin.thicknessj","model_rank"
"logkpl ~ MWa + Mptc + Hdf + MVh + Texpi",-404.637503186826,0.853520631881252,0.70809760833444,0.666406742473211,0.444097946413756,823.275006373651,5,-7.22176737751551,0.86161105570584,0.742373611314533,-0.000758934119612885,NA,-0.0029818115850287,NA,NA,-0.334995143493131,NA,0.000900220149661452,0.0206659357757241,NA,312
"logkpl ~ MWa + LogSaqd + Hag + Texpi + Skin.thicknessj",-404.76662582104,0.85386403063868,0.707739099890367,0.666070973647734,0.44365054193604,823.53325164208,5,-11.8557480290488,0.861957709500563,0.742971092967457,-0.00573772730760021,NA,NA,-0.338756678070994,NA,NA,-0.128327624937096,NA,0.0300399908746537,-0.0956022666218735,313
"logkpl ~ MWa + Mptc + Hdf + Texpi + Skin.thicknessj",-404.76768608648,0.853866850962722,0.706575787503557,0.666068214727982,0.443646866670921,823.53537217296,5,-7.41350265764429,0.861960556558132,0.742976001062005,-5.51003585804407e-05,NA,-0.00306430224744822,NA,NA,-0.344986360219773,NA,NA,0.0215153752492613,-0.136959541019761,314
"logkpl ~ MWa + LogSaqd + Hag + Texpi",-404.767785464557,0.85386711531057,0.707761801665536,0.666067956134482,0.443646522189166,821.535570929115,4,-11.8669786152173,0.860595880633875,0.740625269763996,-0.00573111618894766,NA,NA,-0.338678445777453,NA,NA,-0.12834837640296,NA,0.0300443311318425,NA,315
"logkpl ~ MWa + Mptc + Hdf + Texpi",-404.77006658109,0.85387318315267,0.706517383337522,0.666062020328082,0.443638614923527,821.54013316218,4,-7.4295514386027,0.86060199629265,0.740635796022894,-4.78581553232334e-05,NA,-0.00306408020215235,NA,NA,-0.344917778068774,NA,NA,0.0215202035977723,NA,316
"logkpl ~ MWa + LogSoce + Hdf + MVh + Texpi + Skin.thicknessj",-405.155160301957,0.854898162960871,0.713289002418941,0.665057977389797,0.442302113289807,826.310320603915,6,-7.37683796856512,0.864374758309232,0.747143722802143,-0.00245932382298148,NA,NA,NA,0.241721972783008,-0.241091630107114,NA,0.00300010332907159,0.0195842674347427,0.314477163269508,317
"logkpl ~ MWa + LogSoce + Hdf + MVh + Texpi",-405.16765218049,0.854931432405753,0.712952302136401,0.665025341927532,0.44225870540583,824.33530436098,5,-7.34070518312388,0.863035229046122,0.744829806574692,-0.00248003542876115,NA,NA,NA,0.241334426015025,-0.241398869311529,NA,0.00300239307210338,0.0195729592023622,NA,318
"logkpl ~ MWa + Mptc + LogSoce + Hag + Skin.thicknessj",-405.290223399085,0.855257943298684,0.705912546514289,0.664704900569451,0.441832604841043,824.580446798171,5,-0.816986856921648,0.863364834898224,0.745398838138838,0.0026943279495342,NA,-0.00271812422706091,NA,0.232302453921855,NA,-0.201868861452458,NA,NA,0.523143328562182,319
"logkpl ~ MWa + Mptc + LogSoce + Hag",-405.324823399057,0.855350134948844,0.705876789246042,0.664614372546284,0.44171226419509,822.649646798115,4,-0.761611194959406,0.862090586974843,0.743200180150629,0.00266724792172762,NA,-0.00272187097902125,NA,0.231808732825144,NA,-0.202153916073657,NA,NA,NA,320
"logkpl ~ MWa + LogSoce + Hdf + Hag + Skin.thicknessj",-405.409058551577,0.855574620940955,0.70420265266739,0.664393845062921,0.441419181357492,824.818117103154,5,-1.3875392643462,0.863684514291415,0.745950940226797,0.000626864423087174,NA,NA,NA,0.219373381351804,-0.193022367338255,-0.103650403006038,NA,NA,0.318359795761958,321
"logkpl ~ MWa + LogSoce + Hdf + Hag",-405.421841861941,0.85560869350699,0.703950959702289,0.664360361862894,0.441374690414596,822.843683723882,4,-1.35436703479088,0.862351183062986,0.743649562930131,0.000607666992199593,NA,NA,NA,0.218979296907716,-0.193364542723005,-0.103653075416866,NA,NA,NA,322
"logkpl ~ MWa + Mptc + Hdf + MVh + Skin.thicknessj",-406.568758211424,0.858671206830442,0.712554265541073,0.661338427052201,0.43736851509588,827.137516422848,5,-0.931052702133364,0.866810452362114,0.751360360324212,-0.00123490900344611,NA,-0.00298190137048809,NA,NA,-0.319027993891718,NA,0.00144746261064726,NA,-0.175414900687153,323
"logkpl ~ MWa + Mptc + Hdf + MVh",-406.572619591511,0.858681536038672,0.712763308963007,0.661328193029445,0.437354978895591,825.145239183022,4,-0.949664533080232,0.865448240646284,0.749000657237748,-0.00122488250992758,NA,-0.00298172281555753,NA,NA,-0.318947268445282,NA,0.00144649668906603,NA,NA,324
"logkpl ~ MWa + LogSoce + Hdf + Texpi + Skin.thicknessj",-406.716323649642,0.859066033378931,0.708193206027238,0.660947038530078,0.43685098774168,827.432647299283,5,-8.20005546348843,0.86720902142601,0.752051486842657,-0.000224227715404862,NA,NA,NA,0.241670936406251,-0.277717758542332,NA,NA,0.0226274533340512,0.344618132628479,325
"logkpl ~ MWa + LogSoce + Hdf + Texpi",-406.731180611828,0.859105794771262,0.708196501891194,0.660907600545828,0.436798856459244,825.462361223656,4,-8.1611452119117,0.865875842682998,0.749740974941992,-0.000245056570414042,NA,NA,NA,0.241246171577311,-0.278085104940259,NA,NA,0.0226176057830016,NA,326
"logkpl ~ MWa + LogSoce + Hdf + MVh + Skin.thicknessj",-406.887547678096,0.859524388469766,0.718268099875821,0.660492157848797,0.43624989057976,827.775095356193,5,-1.42707704717613,0.867671721211991,0.75285421579098,-0.00289019929939069,NA,NA,NA,0.243892680940472,-0.224943482333299,NA,0.0035176935721179,NA,0.289159548232102,327
"logkpl ~ MWa + LogSoce + Hdf + MVh",-406.897996321659,0.859552366694487,0.717943037363855,0.660464373698055,0.436213188924364,825.795992643319,4,-1.39701070250201,0.866325933745931,0.750520623480759,-0.00290901558652629,NA,NA,NA,0.243535165293,-0.225234573668228,NA,0.00351952425662191,NA,NA,328
"logkpl ~ MWa + Mptc + Hdf + Skin.thicknessj",-406.915846813904,0.859600166879783,0.710249904170521,0.660416900286793,0.436150482184416,825.831693627809,4,-0.847259645987924,0.86637411061306,0.75060409954057,-9.33633080256548e-05,NA,-0.00311756226652749,NA,NA,-0.334293553896171,NA,NA,NA,-0.16488162991516,329
"logkpl ~ MWa + Mptc + Hdf",-406.919251154255,0.859609283350347,0.710359262822227,0.660407845451436,0.436138522333808,823.838502308509,3,-0.864807140589801,0.865015684340387,0.748252134154868,-8.46545678887653e-05,NA,-0.00311730933005844,NA,NA,-0.33420809709265,NA,NA,NA,NA,330
"logkpl ~ MWa + LogSaqd + Hag + MVh + Skin.thicknessj",-407.336174399093,0.860726491874939,0.710928697846542,0.659296520566478,0.434671902031064,828.672348798185,5,-2.74140657747598,0.868885219216972,0.754961524173726,-0.00813132435667219,NA,NA,-0.325018833717608,NA,NA,-0.0887758192373324,0.00289418340779479,NA,-0.183083685588097,331
"logkpl ~ MWa + LogSaqd + Hag + MVh",-407.340359507029,0.860737713858599,0.711040289516872,0.659285340850695,0.434657160660617,826.680719014059,4,-2.76036158309226,0.867520621851685,0.752592029337935,-0.00811753803751585,NA,NA,-0.324880966019624,NA,NA,-0.0888211678872357,0.00289243445203816,NA,NA,332
"logkpl ~ MWa + LogSaqd + MVh + Texpi + Skin.thicknessj",-408.00403092378,0.862519140510572,0.705113005122448,0.657506360667577,0.432314614318322,830.008061847559,5,-9.12966885921596,0.870694860162679,0.758109539513707,-0.0107991329279065,NA,NA,-0.410253775967221,NA,NA,NA,0.00349048768586332,0.0201941509036974,-0.209174750804637,333
"logkpl ~ MWa + LogSaqd + MVh + Texpi",-408.00947167057,0.862533759787878,0.70514579663982,0.657491726317768,0.432295370176318,828.01894334114,4,-9.15408072842802,0.869330821238044,0.755736076754412,-0.0107849588624392,NA,NA,-0.410143523448809,NA,NA,NA,0.00348890856941527,0.0202027533060551,NA,334
"logkpl ~ MWa + LogSoce + Hag + MVh + Texpi + Skin.thicknessj",-408.291785415942,0.863292676444683,0.718684748464738,0.656731238289881,0.431295919345761,832.583570831883,6,-8.77768305502151,0.872862325458239,0.761888639204365,-0.00110203739188355,NA,NA,NA,0.293054851550111,NA,-0.181573392695455,0.0036204623702566,0.02382265270151,0.646659363049815,335
"logkpl ~ MWa + LogSoce + Hag + MVh + Texpi",-408.343668079199,0.863432220192589,0.718859458775799,0.656591236886623,0.431112052356305,830.687336158398,5,-8.69954743735701,0.871616594821901,0.759715488368926,-0.00114771989968759,NA,NA,NA,0.292553029744719,NA,-0.181781254623296,0.00363273277766093,0.0237864706526375,NA,336
"logkpl ~ MWa + LogSaqd + Hag + Skin.thicknessj",-408.798866135274,0.864657489576999,0.715139906097939,0.65535969126057,0.429496324929149,829.597732270547,4,-2.7081620367207,0.871471286745293,0.759462203621497,-0.0061010752155546,NA,NA,-0.342890198898211,NA,NA,-0.107565959148434,NA,NA,-0.144239739467286,337
"logkpl ~ MWa + LogSaqd + Hag",-408.801440542335,0.864664424123021,0.715154305667813,0.655352709632608,0.429487174022801,827.602881084671,3,-2.72311319825329,0.870102618764674,0.757078567181144,-0.00609117918079622,NA,NA,-0.342773058520004,NA,NA,-0.107592744060105,NA,NA,NA,338
"logkpl ~ MWa + LogSoce + Hdf + Skin.thicknessj",-409.065108894646,0.865374948430104,0.715276053107329,0.654636669468722,0.428549169013101,830.130217789292,4,-1.30501423172363,0.872194399419894,0.76072307037943,-0.000277969982745368,NA,NA,NA,0.24423758393975,-0.266048301023043,NA,NA,NA,0.320734217167944,339
"logkpl ~ MWa + LogSoce + Hdf",-409.077791394241,0.865409139502519,0.715281428034085,0.654602178375132,0.428504011933468,828.155582788481,3,-1.2715924438475,0.87085201793487,0.758383237141235,-0.000297334100744001,NA,NA,NA,0.243841206074473,-0.266394925384553,NA,NA,NA,NA,340
"logkpl ~ MWa + Hdf + Hag + MVh + Texpi + Skin.thicknessj",-409.18456361699,0.865697043012205,0.716598373500385,0.654311622373223,0.42812369917268,834.36912723398,6,-10.7198176374852,0.875293344567569,0.766138439044281,-0.00108242573823128,NA,NA,NA,NA,-0.256003306141891,-0.143195352384886,0.00130680550165105,0.0294919957656374,-0.0307057150161212,341
"logkpl ~ MWa + Hdf + Hag + MVh + Texpi",-409.184680001069,0.865697356885635,0.716613311897297,0.654311305484879,0.428123284485326,832.369360002138,5,-10.7235879628553,0.87390320248493,0.763706807313417,-0.00108047483890855,NA,NA,NA,NA,-0.255985447880368,-0.143202478134082,0.00130649674794704,0.0294937101730578,NA,342
"logkpl ~ MWa + Hdf + Hag + Texpi + Skin.thicknessj",-409.454130944373,0.866424337878107,0.713972046286672,0.653576620510472,0.427162398877889,832.908261888746,5,-11.200526547433,0.874637074446551,0.764990011996421,-2.88284941557763e-05,NA,NA,NA,NA,-0.265795158962487,-0.151012388328539,NA,0.0312062165512349,-0.0138883201938019,343
"logkpl ~ MWa + Hdf + Hag + Texpi",-409.454154717236,0.866424402044425,0.713982001651114,0.653576555600484,0.427162314030593,830.908309434473,4,-11.2021807245235,0.873252123088141,0.762569270477945,-2.80585864982202e-05,NA,NA,NA,NA,-0.265786034019859,-0.151014776282672,NA,0.0312068088727369,NA,344
"logkpl ~ MWa + LogSaqd + MVh + Skin.thicknessj",-409.830454195102,0.867440683121559,0.70940629168464,0.652547082312504,0.425817694634561,831.660908390204,4,-2.94582557235887,0.874276412808244,0.764359245992852,-0.0109342060942735,NA,NA,-0.394578276677671,NA,NA,NA,0.00394216168902458,NA,-0.239257142369757,345
"logkpl ~ MWa + LogSaqd + MVh",-409.837492242251,0.867459702297119,0.70955786291785,0.652527789256088,0.425792515751438,829.674984484501,3,-2.97073668841585,0.872915477477955,0.761981430820567,-0.0109180584155161,NA,NA,-0.394444522187676,NA,NA,NA,0.00394057545245822,NA,NA,346
"logkpl ~ MWa + LogSaqd + Texpi + Skin.thicknessj",-410.245888184477,0.868564040235478,0.709552451674905,0.651405842113515,0.424329571139617,832.491776368955,4,-10.1259739971063,0.875408622360979,0.766340256103946,-0.00893936103523147,NA,NA,-0.454443238609853,NA,NA,NA,NA,0.0234058463264229,-0.169908808576363,347
"logkpl ~ MWa + LogSaqd + Texpi",-410.24942852496,0.868573619766292,0.709464184194102,0.651396095128245,0.424316872748326,830.49885704992,3,-10.1454388401585,0.874036400786437,0.763939629899708,-0.00892853021286083,NA,NA,-0.454337434748427,NA,NA,NA,NA,0.023411654156624,NA,348
"logkpl ~ MWa + LogSoce + Hag + Texpi + Skin.thicknessj",-410.550360715308,0.869388274970993,0.71599432570334,0.650566271327858,0.423236473389432,835.100721430615,5,-10.1221537496273,0.877629106357974,0.770232848326697,0.00195593887266799,NA,NA,NA,0.300899693582917,NA,-0.218105215273967,NA,0.0285844094071669,0.742725856105778,349
"logkpl ~ MWa + LogSoce + Hag + Texpi",-410.617877900356,0.869571156038381,0.715949068204111,0.650379732536813,0.422993796494656,833.235755800713,4,-10.0376014656794,0.876423674581351,0.768118457366678,0.00191535312477846,NA,NA,NA,0.300353584522001,NA,-0.218486355114976,NA,0.0285613765862076,NA,350
"logkpl ~ MWa + LogSoce + Hag + MVh + Skin.thicknessj",-410.674668182603,0.869725011365482,0.723661577940427,0.65022272816787,0.422789596226067,835.349336365205,5,-1.52838742929974,0.877969034637986,0.770829625783158,-0.00194236382548752,NA,NA,NA,0.297425339016889,NA,-0.157824471374989,0.0043842591251619,NA,0.601221623570605,351
"logkpl ~ MWa + LogSoce + Hag + MVh",-410.718860752172,0.869844756003869,0.723476439838911,0.650100487182253,0.422630643434603,833.437721504345,4,-1.46597202670449,0.876699430608277,0.768601891628877,-0.00198365422719943,NA,NA,NA,0.296952555918526,NA,-0.158051287609372,0.00439458990175724,NA,NA,352
"logkpl ~ MWa + Mptc + Hag + MVh + Texpi + Skin.thicknessj",-410.900124961778,0.870336083879462,0.726580724977845,0.649598499294867,0.421978210286143,837.800249923557,6,-9.43593756522781,0.879983809469885,0.774371504929131,0.00138344012909185,NA,-0.00346741553509887,NA,NA,NA,-0.277495189876801,0.00148529885325742,0.0275387175440449,0.217847348982985,353
"logkpl ~ MWa + Mptc + Hag + MVh + Texpi",-410.905924571108,0.870351808660991,0.726636188661275,0.649582422253631,0.421957323300895,835.811849142216,5,-9.40878292619515,0.878601773272912,0.771941075998305,0.00136926253041936,NA,-0.00346776481717863,NA,NA,NA,-0.277510664169409,0.00148871573360553,0.0275251346723704,NA,354
"logkpl ~ MWa + Mptc + Hag + Texpi + Skin.thicknessj",-411.24488189597,0.871271334933292,0.724136476959552,0.648641098349598,0.420735274468172,836.489763791939,5,-9.92551503594207,0.879530015628905,0.773573048392182,0.00269809139089825,NA,-0.00362605581095843,NA,NA,NA,-0.292233948117089,NA,0.0294063344047348,0.247669649889802,355
"logkpl ~ MWa + Mptc + Hag + Texpi",-411.252364304275,0.871291644228787,0.724194999966817,0.648620280968925,0.420708268884208,834.50472860855,4,-9.8959141655718,0.878157720807975,0.771160982614657,0.00268540727518424,NA,-0.00362686807011841,NA,NA,NA,-0.292290106053579,NA,0.0293957733206257,NA,356
"logkpl ~ MWa + LogSaqd + Skin.thicknessj",-412.711344485253,0.875260773474536,0.716356031031107,0.644529575226046,0.415418373341068,835.422688970505,3,-2.96061022830482,0.880765612479779,0.77574806412688,-0.0088144135158733,NA,NA,-0.44265979211058,NA,NA,NA,NA,NA,-0.199495256928617,357
"logkpl ~ MWa + LogSaqd",-412.716150932759,0.875273879164437,0.716305005157902,0.644515994200673,0.415400866780482,833.432301865519,2,-2.98137782134768,0.879392837816905,0.77333176320367,-0.0088016597541091,NA,NA,-0.442532125927132,NA,NA,NA,NA,NA,NA,358
"logkpl ~ MWa + Hdf + Hag + MVh + Skin.thicknessj",-412.799478989766,0.875501120096096,0.722382166370895,0.644280433517615,0.415097277013646,839.598957979532,5,-1.76106861821197,0.883799894438396,0.78110225340932,-0.00218220909781486,NA,NA,NA,NA,-0.250085316136431,-0.118644951823921,0.00233609992842235,NA,-0.086776088137609,359
"logkpl ~ MWa + Hdf + Hag + MVh",-412.800387895339,0.875503599064861,0.722428179466846,0.644277862976641,0.415093964721748,837.600775790678,4,-1.770252982246,0.882402867290778,0.778634820202987,-0.00217687585472745,NA,NA,NA,NA,-0.250033869996881,-0.11866105810822,0.00233539639314067,NA,NA,360
"logkpl ~ MWa + Hdf + Hag + Skin.thicknessj",-413.680469328826,0.877907249167934,0.718290636735477,0.641777139764799,0.411877897124686,839.360938657651,4,-1.68609865150119,0.884825458979928,0.782916092859041,-0.000328147561743113,NA,NA,NA,NA,-0.267785044272064,-0.13061612228652,NA,NA,-0.06137582835794,361
"logkpl ~ MWa + Hdf + Hag",-413.680921568238,0.877908486004502,0.718324367761711,0.641775848701065,0.411876239975972,837.361843136476,3,-1.69261120020032,0.883429977453967,0.780448525064316,-0.000324770042576324,NA,NA,NA,NA,-0.267744883262477,-0.130624964943375,NA,NA,NA,362
"logkpl ~ MWa + Mptc + Hag + MVh + Skin.thicknessj",-414.029709561451,0.878862910786023,0.735665813794651,0.640778260063814,0.410596778570409,842.059419122903,5,-1.07303898045525,0.887193551155311,0.787112397211572,0.000351281124999293,NA,-0.00343678935434584,NA,NA,NA,-0.251633204847052,0.00240767085984641,NA,0.159298103536703,363
"logkpl ~ MWa + Mptc + Hag + MVh",-414.0327512056,0.878871238514668,0.735633341727471,0.640769544104867,0.410585608652359,840.0655024112,4,-1.05619648351747,0.885797044892886,0.78463640474097,0.000341284876677368,NA,-0.00343705584359872,NA,NA,NA,-0.251653850523912,0.00240983702830308,NA,NA,364
"logkpl ~ MWa + LogSoce + Hag + Skin.thicknessj",-414.069515928059,0.878971903024253,0.72447351659995,0.640664170803733,0.410450579751635,840.139031856117,4,-1.39621413101031,0.885898502673285,0.784816157038768,0.0017114157909169,NA,NA,NA,0.308447874280298,NA,-0.198009354707402,NA,NA,0.71119403097704,365
"logkpl ~ MWa + LogSoce + Hag",-414.130082818903,0.879137764762609,0.724359305971567,0.640490486390267,0.410228063156441,838.260165637805,3,-1.32198161276848,0.884666987601233,0.782635678951441,0.00167274042266954,NA,NA,NA,0.307919107770689,NA,-0.198389832019971,NA,NA,NA,366
"logkpl ~ MWa + Mptc + Hag + Skin.thicknessj",-414.955496916558,0.881401274017097,0.733353399738968,0.63811220876676,0.407187190977193,841.910993833116,4,-0.941758689468275,0.888347017941627,0.789160424285782,0.00245757020226581,NA,-0.00370173682150686,NA,NA,NA,-0.273607094623769,NA,NA,0.203046040899538,367
"logkpl ~ MWa + Mptc + Hag",-414.960411378272,0.881414768241317,0.73339008666016,0.63809798538267,0.407169038949423,839.920822756545,3,-0.920134856145112,0.886958311997712,0.786695047221831,0.00244724158275871,NA,-0.00370238049127572,NA,NA,NA,-0.273658622096053,NA,NA,NA,368
"logkpl ~ MWa + Hdf + MVh + Texpi + Skin.thicknessj",-415.448348690503,0.882755585024407,0.728333938775218,0.636682045102976,0.405364026556508,844.896697381005,5,-8.01820515510552,0.891123123604732,0.794100421423055,-0.00380444856709258,NA,NA,NA,NA,-0.348093881142593,NA,0.00299581104823159,0.0206576440642683,-0.114567874836742,369
"logkpl ~ MWa + Hdf + MVh + Texpi",-415.449907126083,0.882759870759771,0.728368372929956,0.636677510742387,0.405358252685122,842.899814252166,4,-8.03177306640041,0.889716320891961,0.791595131661526,-0.00379767393477377,NA,NA,NA,NA,-0.348044341009384,NA,0.00299497252560785,0.0206624011484394,NA,370
"logkpl ~ MWa + Mptc + LogSoce + MVh + Texpi + Skin.thicknessj",-416.599155835976,0.885926004387517,0.750582108764109,0.633312784177734,0.401085082602953,849.198311671951,6,-3.21137782705301,0.8957465451442,0.80236187313777,-0.00406922606309874,NA,-0.00187830457261329,NA,0.362990402182257,NA,NA,0.0065530168616399,0.00716654641342411,0.748429965985916,371
"logkpl ~ MWa + Mptc + LogSoce + MVh + Texpi",-416.665154203742,0.886108171619342,0.751183632440983,0.633118279061613,0.400838755281939,847.330308407485,5,-3.11328831237015,0.894507488982099,0.800143647845061,-0.00412535011044535,NA,-0.001881665935976,NA,0.362483936119394,NA,NA,0.00657060920924374,0.00710239174689975,NA,372
"logkpl ~ MWa + Mptc + LogSoce + MVh + Skin.thicknessj",-416.825413659887,0.886550672143223,0.750191540353026,0.632645392954671,0.40024019322677,847.650827319775,5,-1.03114332193858,0.894954183917512,0.800942991311459,-0.00414930781150138,NA,-0.00188512578371307,NA,0.359572252143955,NA,NA,0.00662845705306162,NA,0.725449609192942,373
"logkpl ~ MWa + Mptc + LogSoce + MVh",-416.887351779708,0.886721751830964,0.75074853585401,0.63246240748422,0.400008696880735,845.774703559416,4,-0.954962786696787,0.893709422942963,0.798716532657043,-0.00420302847291011,NA,-0.00188832562847483,NA,0.359110869794033,NA,NA,0.00664485913858813,NA,NA,374
"logkpl ~ MWa + Hdf + Texpi + Skin.thicknessj",-416.908807019345,0.886781021187627,0.721252938055665,0.632398992866792,0.399928486178932,845.81761403869,4,-8.84010988957696,0.893769159362457,0.798823310227473,-0.00157226596296559,NA,NA,NA,NA,-0.38464505943599,NA,NA,0.0236962506569727,-0.0843795618307616,375
"logkpl ~ MWa + Hdf + Texpi",-416.909644777853,0.886783335546862,0.721272713595583,0.632396516427766,0.399925353989974,843.819289555705,3,-8.8499339866119,0.892360644210358,0.796307519335525,-0.00156773624851372,NA,NA,NA,NA,-0.384601034864901,NA,NA,0.0236991280786556,NA,376
"logkpl ~ MWa + Hdf + MVh + Skin.thicknessj",-417.25656662397,0.887742247745329,0.732186202609428,0.631369056674475,0.398626885726017,846.51313324794,4,-1.74533694404945,0.894737960714659,0.800556018343827,-0.00427191111439815,NA,NA,NA,NA,-0.33206636059535,NA,0.00354199760064,NA,-0.145352326551718,377
"logkpl ~ MWa + Hdf + MVh",-417.259047127861,0.887749107734762,0.73226044951681,0.631361696273361,0.398617591521176,844.518094255722,3,-1.76071883793288,0.893332490497054,0.798042938577669,-0.00426345218455439,NA,NA,NA,NA,-0.331998822238351,NA,0.00354109328384704,NA,NA,378
"logkpl ~ MWa + Hdf + Skin.thicknessj",-419.326913602583,0.893486404403451,0.72623299182582,0.625155429046037,0.390819310465734,848.653827205167,3,-1.62288276994792,0.899105871148304,0.80839136753335,-0.00164357547462025,NA,NA,NA,NA,-0.373608117094129,NA,NA,NA,-0.114177915330198,379
"logkpl ~ MWa + Hdf",-419.328424667525,0.893490610382139,0.726247983585511,0.625150841928631,0.390813575164076,846.65684933505,2,-1.63499085696562,0.897695295302072,0.805856843207474,-0.0016374575616538,NA,NA,NA,NA,-0.37354672926424,NA,NA,NA,NA,380
"logkpl ~ MWa + LogSoce + MVh + Texpi + Skin.thicknessj",-420.327748523688,0.896276522451138,0.754149295193752,0.622100277076563,0.387008754738736,854.655497047376,5,-3.79046376012423,0.904772224440995,0.818612778119907,-0.00554802923380374,NA,NA,NA,0.402314556036977,NA,NA,0.00762318833372812,0.00760015204769048,0.824968017919057,381
"logkpl ~ MWa + LogSoce + MVh + Texpi",-420.406105687544,0.896495333225833,0.754414302392653,0.621859642753773,0.38670941528585,852.812211375088,4,-3.68346585299674,0.903560023506734,0.816420716079489,-0.00561282171685959,NA,NA,NA,0.401833778504817,NA,NA,0.00764469469795421,0.00753027915191505,NA,382
"logkpl ~ MWa + LogSoce + MVh + Skin.thicknessj",-420.576407597168,0.896971082054812,0.754221315374038,0.621335919621925,0.386058325012423,853.152815194336,4,-1.48003864647869,0.904039521399433,0.817287456252115,-0.00563867149594386,NA,NA,NA,0.398840279711349,NA,NA,0.00770733301282176,NA,0.800886734758677,383
"logkpl ~ MWa + LogSoce + MVh",-420.650163474518,0.897177201961667,0.754332424746487,0.62110879122738,0.385776130539938,851.300326949035,3,-1.3967628449125,0.90281988149861,0.815083738429164,-0.00570078031275343,NA,NA,NA,0.398404428168265,NA,NA,0.007727465984732,NA,NA,384
"logkpl ~ MWa + Hag + MVh + Texpi + Skin.thicknessj",-424.902346884482,0.909140883398376,0.767049049494152,0.607688902523811,0.369285802250594,863.804693768965,5,-10.0652119666504,0.917758525184893,0.84228071054955,-0.00254189033950001,NA,NA,NA,NA,NA,-0.276360220574283,0.00436614957187307,0.026412604960441,0.273207208482321,385
"logkpl ~ MWa + Hag + MVh + Texpi",-424.910706720248,0.909164560555513,0.767039049004904,0.607661871345045,0.369252949886562,861.821413440496,4,-10.0312353567036,0.916329088687059,0.839658998774056,-0.00256016714069832,NA,NA,NA,NA,NA,-0.276379484340215,0.00437079881762163,0.0263954276760354,NA,386
"logkpl ~ MWa + Mptc + LogSoce + Texpi + Skin.thicknessj",-424.929011154934,0.909216405470806,0.777825087055107,0.607602675605764,0.369181011403284,863.858022309868,5,-3.74296307543831,0.917834763122354,0.842420652395867,0.00120979290849418,NA,-0.00257354470245634,NA,0.413669728721471,NA,NA,NA,0.0102819740685759,1.00866586237492,387
"logkpl ~ MWa + Mptc + LogSoce + Texpi",-425.042911922518,0.9095390809284,0.77823414989563,0.607234043996883,0.368733184188809,862.085823845036,4,-3.61256854696129,0.91670656040876,0.84035091789646,0.00115320112868835,NA,-0.0025805968626556,NA,0.413170055450396,NA,NA,NA,0.0102067138685189,NA,388
"logkpl ~ MWa + Mptc + LogSoce + Skin.thicknessj",-425.373111638911,0.910475168367584,0.777482509377377,0.606162626737718,0.36743313005357,862.746223277822,4,-0.608032163712104,0.91765002453758,0.842081567533822,0.00118195177522833,NA,-0.00259492139909802,NA,0.409582255214531,NA,NA,NA,NA,0.979849599780014,389
"logkpl ~ MWa + Mptc + LogSoce",-425.480325030417,0.910779316137467,0.777954020697575,0.60581386301369,0.36701043661957,860.960650060835,3,-0.503631973139073,0.916507544405642,0.839986078952461,0.00112716325625981,NA,-0.00260162149009852,NA,0.409125825544663,NA,NA,NA,NA,NA,390
"logkpl ~ MWa + Hag + MVh + Skin.thicknessj",-427.545669013817,0.916658247846725,0.773073555018374,0.599009494664124,0.358812374697769,867.091338027633,4,-2.03605802685293,0.923881828800759,0.853557633588235,-0.00349893499869649,NA,NA,NA,NA,NA,-0.251556439327445,0.00522670998378517,NA,0.216562723727864,391
"logkpl ~ MWa + Hag + MVh",-427.550836641365,0.916673004814148,0.772969327982783,0.598992262062961,0.358791730011303,865.101673282729,3,-2.01326185516891,0.922438300672116,0.850892418546861,-0.00351293096531654,NA,NA,NA,NA,NA,-0.251584499420062,0.00522995210600475,NA,NA,392
"logkpl ~ MWa + Hag + Texpi + Skin.thicknessj",-427.873953084993,0.917596186259059,0.773184740677834,0.597912667437018,0.35749955788165,867.747906169986,4,-11.7373804972703,0.924827158489032,0.855305273078897,0.00111962633918727,NA,NA,NA,NA,NA,-0.323737496299144,NA,0.0322710262368376,0.377579414272062,393
"logkpl ~ MWa + Hag + Texpi",-427.889633445087,0.917641010527125,0.773127231820023,0.597860171347173,0.357436784483271,865.779266890174,3,-11.6928666586495,0.923412394531354,0.852690450374129,0.00109974765694418,NA,NA,NA,NA,NA,-0.323833880577119,NA,0.0322559020905578,NA,394
"logkpl ~ MWa + Hag + Skin.thicknessj",-431.907054892756,0.929197759500678,0.782638152311576,0.584080488530593,0.341150017082136,873.814109785511,3,-1.89994729802813,0.935041828177237,0.87430322044103,0.000818908498182055,NA,NA,NA,NA,NA,-0.30397746302862,NA,NA,0.331490516736039,395
"logkpl ~ MWa + Hag",-431.91884176665,0.929231879556433,0.782639386297297,0.584039065793504,0.341101630372949,871.8376835333,2,-1.86491264511944,0.933604759613248,0.871617847172511,0.000801579029806081,NA,NA,NA,NA,NA,-0.304070217888389,NA,NA,NA,396
"logkpl ~ MWa + LogSoce + Texpi + Skin.thicknessj",-431.930069664116,0.92926438268022,0.782714908968249,0.58399960191143,0.341055535032709,875.860139328232,4,-4.71403894630367,0.93658730429442,0.877195778565488,0.000310481126951915,NA,NA,NA,0.483085326852345,NA,NA,NA,0.011656248038653,1.1822568525788,397
